job_post_id,title,address,department,salary_range,company_profile,description,requirement,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,min_experience,company,industry,salary_type
SG-JP-2023-011,Clinical Psychologist (Part-Time),"3 Mount Elizabeth, #14-07, Mount Elizabeth Medical Centre, Singapore 228510",Psychology,5000-7000,MindMatters Psychology Clinic provides compassionate mental health support. Join our team as a Clinical Psychologist to make a positive impact on mental well-being.,MindMatters Psychology Clinic is dedicated to mental health support. Join us as a Clinical Psychologist (Part-Time) to provide counseling and therapy services.,Master's degree in Psychology and counseling license,Flexible counseling hours,1,1,0,Part Time,Psychology exp,,MindMatters Psychology Clinic Pte. Ltd.,Psychology,Monthly
SG-JP-2023-012,Art Curator (Full-Time),"10 Bayfront Avenue, #01-01, Marina Bay Sands, Singapore 018956",Arts,8000-11000,ArtGallery+ is a leading art gallery with a focus on contemporary art. Join us as an Art Curator to curate inspiring art exhibitions and promote talented artists.,ArtGallery+ showcases contemporary art. Join us as an Art Curator to manage art collections and curate exhibitions. Your work will inspire art enthusiasts.,Art history or curation background,Art exhibition access,0,0,1,Full Time,Art curation exp,,ArtGallery+ Pte. Ltd.,Arts,Monthly
SG-JP-2023-013,Project Manager (Full-Time),"20 Anson Road, #06-01, Twenty Anson, Singapore 079912",Project Management,9000-12000,ProjectWise Management offers project management services. Join us as a Project Manager to lead and execute exciting projects across industries.,ProjectWise Management specializes in project management. Join us as a Project Manager to oversee diverse projects and ensure successful delivery.,Project management certification,Exciting project variety,1,0,0,Full Time,Project management exp,,ProjectWise Management Pte. Ltd.,Project Management,Monthly
SG-JP-2023-014,AI Ethics Consultant (Contract),"45 Middle Road, #08-01, Colonia Building, Singapore 188954",Ethics,8000-10000,EthicsFirst Consulting specializes in ethical considerations for AI. Join us as an AI Ethics Consultant to ensure ethical AI practices in the tech industry.,EthicsFirst Consulting is at the forefront of AI ethics. Join us as an AI Ethics Consultant (Contract) to promote ethical AI practices in tech projects.,Ethics or AI background,Ethical tech advocacy,0,1,1,Contract,Ethics or AI exp,,EthicsFirst Consulting Pte. Ltd.,Ethics,Monthly
SG-JP-2023-015,Marketing Director (Full-Time),"8 Cross Street, #11-00, Manulife Tower, Singapore 048424",Marketing,11000-14000,MarketingMasters Agency is a marketing powerhouse. Join us as a Marketing Director to lead strategic marketing campaigns and drive business growth.,"MarketingMasters Agency is a marketing leader. Join us as a Marketing Director to develop and execute strategic marketing plans, driving business growth.",15+ years of marketing experience,Career growth and leadership role,0,1,1,Full Time,15 years exp,,MarketingMasters Agency Pte. Ltd.,Marketing,Monthly
SG-JP-2023-016,Biomedical Engineer (Contract),"71 Ayer Rajah Crescent, #06-01, Singapore 139951",Engineering,8500-11000,BioTech Innovations is at the forefront of biomedical research. Join us as a Biomedical Engineer to contribute to cutting-edge research projects.,BioTech Innovations is involved in biomedical research. Join us as a Biomedical Engineer (Contract) to work on research projects that advance healthcare.,Engineering or biomedical degree,Contract-based compensation,0,1,1,Contract,Big Data engineering exp,,BioTech Innovations Pte. Ltd.,Biomedical,Monthly
SG-JP-2023-017,Music Instructor (Part-Time),"2 Bukit Timah Road, #03-01, Singapore 247720",Music,4500-6000,MusicHarmony School offers music education. Join us as a Music Instructor to share your musical talents and inspire the next generation of musicians.,MusicHarmony School offers music education. Join us as a Music Instructor (Part-Time) to teach music theory and performance to students of all ages.,Music education background,Music teaching experience,0,0,0,Part Time,Teaching exp,,MusicHarmony School Pte. Ltd.,Music,Monthly
SG-JP-2023-018,Chief Information Security Officer (Full-Time),"1 Fullerton Road, #02-01, One Fullerton, Singapore 049213",Information Security,12000-15000,SecureTech Solutions is a cybersecurity leader. Join us as a Chief Information Security Officer to lead our cybersecurity efforts and protect digital assets.,SecureTech Solutions is a cybersecurity expert. Join us as a Chief Information Security Officer to lead our cybersecurity initiatives and protect digital assets.,CISSP or cybersecurity certification,Cybersecurity leadership,0,0,1,Full Time,10 years exp,,SecureTech Solutions Pte. Ltd.,Cybersecurity,Monthly
SG-JP-2023-019,Architectural Designer (Full-Time),"30 Raffles Place, #18-01, Chevron House, Singapore 048622",Design,10000-13000,ArchitecturalVisions is an architectural design firm. Join us as an Architectural Designer to shape innovative and sustainable architectural designs.,ArchitecturalVisions is a design innovator. Join us as an Architectural Designer to create sustainable and aesthetically pleasing architectural designs.,Architecture degree and design portfolio,Design innovation projects,1,1,0,Full Time,Architecture exp,,ArchitecturalVisions Pte. Ltd.,Design,Monthly
SG-JP-2023-020,Conservationist (Part-Time),"511 Upper Jurong Road, Singapore 638366",Environmental,4000-5500,EcoGuardians is dedicated to environmental conservation. Join us as a Conservationist to work on projects that protect our natural world.,EcoGuardians is committed to environmental conservation. Join us as a Conservationist (Part-Time) to work on conservation projects and protect our natural world.,Passion for environmental conservation,Contribution to conservation efforts,0,1,0,Part Time,Conservation exp,,EcoGuardians Pte. Ltd.,Environmental,Monthly
MCF-2023-03021,Senior Product Manager (Full-Time),"15 Beach Road, #07-01, Beach Center, Singapore 189677",Product Management,12000-15000,TechVanguard Solutions is a technology company committed to innovation. We are at the forefront of developing cutting-edge tech solutions that transform industries. Join our team and be a part of the tech revolution.,"As a Senior Product Manager at TechVanguard Solutions, you will lead product development, set strategy, and drive product success. You will collaborate with cross-functional teams to create innovative tech products.",10+ years of product management experience,Competitive salary and performance-based bonuses,1,1,0,Full Time,8 years exp,,TechVanguard Solutions Pte. Ltd.,,
MCF-2023-03022,Blockchain Developer (Contract),"18 Robinson Quay, #11-01, Robinson Quay Tower, Singapore 048577",Blockchain Development,8000-10000,CryptoTech Innovations is a blockchain development firm specializing in decentralized applications. We empower businesses with blockchain solutions. Join our team and shape the future of blockchain technology.,"Join CryptoTech Innovations as a Blockchain Developer on a contract basis. You will design and develop blockchain solutions and smart contracts, contributing to the blockchain ecosystem.",Experience in blockchain development,Flexible work hours and remote work options,0,0,0,Contract,3 years exp,,CryptoTech Innovations Pte. Ltd.,,
MCF-2023-03023,Graphic Designer (Part-Time),"51 Bras Basah Road, #02-01, Manulife Centre, Singapore 189554",Design,3500-4500,DesignGenius Studio is a creative hub for graphic design. We believe in the power of design to communicate ideas effectively. Join our team of designers and unleash your creativity.,DesignGenius Studio is looking for a Graphic Designer (Part-Time) to create visually stunning designs for various projects. Your creativity will breathe life into our designs and captivate audiences.,Proficiency in Adobe Creative Suite,Professional development and training,0,1,1,Part Time,,,DesignGenius Studio Pte. Ltd.,,
MCF-2023-03024,Legal Counsel (Full-Time),"10 Collyer Quay, #13-01, Ocean Financial Centre, Singapore 049315",Legal,15000-18000,LegalEdge LLP is a dynamic law firm known for providing top-notch legal counsel. We are dedicated to delivering exceptional legal services to our clients. Join our team of legal experts and make an impact in the legal world.,LegalEdge LLP is seeking a Legal Counsel (Full-Time) to provide expert legal advice and representation to clients. Your legal expertise will drive successful legal outcomes for our clients.,Law degree and legal practice certificate,,1,1,0,Full Time,8 years exp,,LegalEdge LLP,,
MCF-2023-03025,Environmental Researcher (Contract),"23 Scotts Road, #03-01, Scotts Medical Center, Singapore 228235",Environmental Research,6000-8000,EcoSolutions Research is a research organization focused on environmental conservation. Our researchers work tirelessly to protect the planet. Join our team and contribute to a sustainable future.,"EcoSolutions Research is hiring an Environmental Researcher on a contract basis. You will conduct research on environmental issues, collect data, and contribute to conservation efforts.",Background in environmental science,Contribute to environmental conservation projects,1,1,0,Contract,5 years exp,,EcoSolutions Research Pte. Ltd.,,
MCF-2023-03026,Sales Director (Full-Time),"8 Marina View, #41-01, Asia Square Tower 1, Singapore 018960",Sales,18000-22000,SalesPro Inc. is a sales-driven company that believes in delivering results. We are expanding our sales team and looking for dynamic Sales Directors. Join us in driving sales success.,"Join SalesPro Inc. as a Sales Director (Full-Time) to lead our sales team. You will set sales targets, develop strategies, and drive revenue growth in competitive markets.",Proven sales leadership,Attractive sales commissions and incentives,0,0,1,Full Time,10 years exp,,SalesPro Inc.,,
